NÚMERO DE VACAS,STOC,ÍNDICE,TOURO NAAB,NAAB,NOME CURTO,INB %,NAAB,NOME CURTO,INB %,NAAB,NOME CURTO,INB %
22159,CN,276,200HO11586,011HO17399,AltaINSPIRE 4,2.85,011HO17733,AltaFANZONE,1.94,011HO17721,AltaYOSHI,1.93
22180,CN,11,029HO18689,011HO17399,AltaINSPIRE 4,2.47,011HO17721,AltaYOSHI,1.25,011HO17733,AltaFANZONE,2.35
22204,CN,257,001HO15055,011HO17399,AltaINSPIRE 4,5.25,011HO17733,AltaFANZONE,3.15,011HO17721,AltaYOSHI,3.55
22250,CN,275,029HO19010,011HO17733,AltaFANZONE,4.28,011HO17721,AltaYOSHI,2.71,,,
22253,CN,365,029HO19629,011HO17733,AltaFANZONE,3.00,011HO17399,AltaINSPIRE 4,3.21,011HO17721,AltaYOSHI,2.41
22378,CN,315,029HO19527,011HO17733,AltaFANZONE,4.81,011HO17721,AltaYOSHI,2.46,,,
22712,CN,410,200HO11586,011HO17399,AltaINSPIRE 4,4.03,011HO17733,AltaFANZONE,2.95,011HO17721,AltaYOSHI,2.62
22722,CN,339,029HO19629,011HO17733,AltaFANZONE,3.63,011HO17399,AltaINSPIRE 4,2.45,011HO17721,AltaYOSHI,3.17
22786,CN,291,029HO19226,011HO17399,AltaINSPIRE 4,2.79,011HO17733,AltaFANZONE,3.85,011HO17721,AltaYOSHI,2.86
22789,CN,88,029HO18296,011HO17733,AltaFANZONE,3.19,011HO17721,AltaYOSHI,1.52,,,
22793,CN,369,029HO19629,011HO17733,AltaFANZONE,2.61,011HO17399,AltaINSPIRE 4,2.46,011HO17721,AltaYOSHI,1.98
22795,CN,61,007HO12788,011HO17399,AltaINSPIRE 4,3.24,011HO17721,AltaYOSHI,6.66,011HO17733,AltaFANZONE,5.01
23000,CN,-155,799HO00016,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.15,011HO17399,AltaINSPIRE 4,0.00
23008,CN,214,029HO19531,011HO17399,AltaINSPIRE 4,3.48,011HO17733,AltaFANZONE,4.07,011HO17721,AltaYOSHI,2.76
23017,CN,-315,551HO03898,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.00
23029,CN,-123,777HO03913,011HO17733,AltaFANZONE,0.20,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
23030,CN,201,029HO18225,011HO17721,AltaYOSHI,1.76,011HO17399,AltaINSPIRE 4,2.64,011HO17733,AltaFANZONE,2.77
23043,CN,163,029HO19010,011HO17721,AltaYOSHI,1.94,011HO17733,AltaFANZONE,3.43,,,
23063,CN,94,029HO18296,011HO17733,AltaFANZONE,3.19,011HO17721,AltaYOSHI,1.55,,,
23065,CN,215,029HO18960,011HO17399,AltaINSPIRE 4,2.63,011HO17733,AltaFANZONE,5.75,011HO17721,AltaYOSHI,1.76
23072,CN,181,029HO19000,011HO17721,AltaYOSHI,1.43,011HO17399,AltaINSPIRE 4,1.96,011HO17733,AltaFANZONE,3.01
23073,CN,175,029HO19000,011HO17399,AltaINSPIRE 4,2.39,011HO17733,AltaFANZONE,3.12,011HO17721,AltaYOSHI,1.80
23074,CN,177,029HO18693,011HO17721,AltaYOSHI,2.84,011HO17399,AltaINSPIRE 4,3.08,011HO17733,AltaFANZONE,3.77
23080,CN,-22,029HO18624,011HO17399,AltaINSPIRE 4,1.90,011HO17721,AltaYOSHI,1.00,011HO17733,AltaFANZONE,2.23
23083,CN,158,029HO18787,011HO17721,AltaYOSHI,4.24,011HO17733,AltaFANZONE,4.98,011HO17399,AltaINSPIRE 4,2.95
23090,CN,54,029HO19496,011HO17399,AltaINSPIRE 4,1.27,011HO17733,AltaFANZONE,1.76,011HO17721,AltaYOSHI,0.89
23091,CN,301,029HO19527,011HO17733,AltaFANZONE,5.62,011HO17721,AltaYOSHI,2.69,,,
23098,CN,189,029HO18799,011HO17721,AltaYOSHI,3.00,011HO17399,AltaINSPIRE 4,4.10,011HO17733,AltaFANZONE,4.38
23099,CN,300,734HO00133,011HO17733,AltaFANZONE,2.53,011HO17399,AltaINSPIRE 4,6.57,011HO17721,AltaYOSHI,3.56
23101,CN,185,200HO11387,011HO17721,AltaYOSHI,1.53,011HO17733,AltaFANZONE,2.78,,,
23106,CN,287,029HO19226,011HO17399,AltaINSPIRE 4,3.07,011HO17733,AltaFANZONE,3.01,011HO17721,AltaYOSHI,2.14
23109,CN,333,029HO19629,011HO17733,AltaFANZONE,2.52,011HO17399,AltaINSPIRE 4,2.30,011HO17721,AltaYOSHI,1.91
23117,CN,-254,029HO18689,011HO17733,AltaFANZONE,1.18,011HO17399,AltaINSPIRE 4,1.65,011HO17721,AltaYOSHI,0.68
23126,CN,-66,200HO10992,011HO17399,AltaINSPIRE 4,0.40,011HO17721,AltaYOSHI,0.27,011HO17733,AltaFANZONE,0.46
23129,CN,291,029HO19226,011HO17399,AltaINSPIRE 4,2.79,011HO17733,AltaFANZONE,3.85,011HO17721,AltaYOSHI,2.86
23130,CN,-11,029HO18167,011HO17399,AltaINSPIRE 4,0.73,011HO17721,AltaYOSHI,1.67,011HO17733,AltaFANZONE,1.67
23137,CN,143,029HO18225,011HO17721,AltaYOSHI,1.19,011HO17733,AltaFANZONE,2.37,011HO17399,AltaINSPIRE 4,1.80
23139,CN,126,029HO18708,011HO17721,AltaYOSHI,2.86,011HO17733,AltaFANZONE,4.32,011HO17399,AltaINSPIRE 4,4.39
23144,CN,385,029HO19629,011HO17733,AltaFANZONE,4.33,011HO17399,AltaINSPIRE 4,2.45,011HO17721,AltaYOSHI,2.19
23148,CN,-175,029HO14142,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.61,011HO17399,AltaINSPIRE 4,0.00
23151,CN,-176,200HO11127,011HO17733,AltaFANZONE,0.96,011HO17721,AltaYOSHI,0.23,,,
23152,CN,164,029HO18708,011HO17721,AltaYOSHI,2.97,011HO17733,AltaFANZONE,3.62,011HO17399,AltaINSPIRE 4,3.63
23153,CN,330,029HO19448,011HO17733,AltaFANZONE,3.99,011HO17399,AltaINSPIRE 4,2.72,011HO17721,AltaYOSHI,3.40
23157,CN,344,029HO19773,011HO17399,AltaINSPIRE 4,3.13,011HO17733,AltaFANZONE,4.57,011HO17721,AltaYOSHI,2.34
23159,CN,171,029HO19217,011HO17721,AltaYOSHI,1.56,011HO17399,AltaINSPIRE 4,3.00,011HO17733,AltaFANZONE,3.16
23166,CN,206,029HO18787,011HO17399,AltaINSPIRE 4,2.44,011HO17733,AltaFANZONE,5.03,011HO17721,AltaYOSHI,4.20
23167,CN,-5,203HO01468,011HO17399,AltaINSPIRE 4,2.25,011HO17721,AltaYOSHI,1.59,011HO17733,AltaFANZONE,3.08
23169,CN,178,029HO18343,011HO17721,AltaYOSHI,1.28,011HO17399,AltaINSPIRE 4,1.94,011HO17733,AltaFANZONE,1.88
23172,CN,339,029HO19629,011HO17733,AltaFANZONE,3.63,011HO17399,AltaINSPIRE 4,2.45,011HO17721,AltaYOSHI,3.17
23174,CN,350,029HO19629,011HO17733,AltaFANZONE,3.33,011HO17399,AltaINSPIRE 4,2.92,011HO17721,AltaYOSHI,2.41
23176,CN,117,029HO18868,011HO17721,AltaYOSHI,0.94,011HO17733,AltaFANZONE,2.07,,,
23179,CN,267,029HO19809,011HO17733,AltaFANZONE,3.83,011HO17399,AltaINSPIRE 4,2.56,011HO17721,AltaYOSHI,3.30
23180,CN,67,551HO03305,011HO17399,AltaINSPIRE 4,2.80,011HO17721,AltaYOSHI,1.54,011HO17733,AltaFANZONE,2.16
23192,CN,14,007HO12993,011HO17399,AltaINSPIRE 4,1.17,011HO17721,AltaYOSHI,0.92,011HO17733,AltaFANZONE,1.61
23201,CN,287,029HO19226,011HO17399,AltaINSPIRE 4,3.07,011HO17733,AltaFANZONE,3.01,011HO17721,AltaYOSHI,2.14
23202,CN,350,029HO19629,011HO17733,AltaFANZONE,3.33,011HO17399,AltaINSPIRE 4,2.92,011HO17721,AltaYOSHI,2.41
23203,CN,-124,029HO17576,011HO17733,AltaFANZONE,1.43,011HO17721,AltaYOSHI,1.22,011HO17399,AltaINSPIRE 4,0.82
23204,CN,-250,011HO11333,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.10
23209,CN,342,029HO19389,011HO17733,AltaFANZONE,4.16,011HO17399,AltaINSPIRE 4,3.71,011HO17721,AltaYOSHI,2.46
23217,CN,-125,200HO11127,011HO17733,AltaFANZONE,1.32,011HO17721,AltaYOSHI,0.53,,,
23221,CN,411,200HO11586,011HO17733,AltaFANZONE,4.01,011HO17399,AltaINSPIRE 4,4.28,011HO17721,AltaYOSHI,3.89
23223,CN,273,777HO11186,011HO17721,AltaYOSHI,2.98,011HO17399,AltaINSPIRE 4,6.43,011HO17733,AltaFANZONE,3.04
23225,CN,171,029HO18858,011HO17399,AltaINSPIRE 4,1.77,011HO17733,AltaFANZONE,1.73,011HO17721,AltaYOSHI,1.21
23228,CN,215,029HO18343,011HO17721,AltaYOSHI,1.63,011HO17399,AltaINSPIRE 4,2.86,011HO17733,AltaFANZONE,3.21
23229,CN,190,029HO18693,011HO17733,AltaFANZONE,3.47,011HO17399,AltaINSPIRE 4,2.36,011HO17721,AltaYOSHI,2.50
23232,CN,208,029HO18225,011HO17721,AltaYOSHI,2.57,011HO17399,AltaINSPIRE 4,1.89,011HO17733,AltaFANZONE,3.50
23233,CN,153,029HO19448,011HO17399,AltaINSPIRE 4,1.79,011HO17733,AltaFANZONE,2.90,011HO17721,AltaYOSHI,2.30
23236,CN,216,029HO19531,011HO17733,AltaFANZONE,3.72,011HO17399,AltaINSPIRE 4,3.20,011HO17721,AltaYOSHI,2.55
23238,CN,200,009HO15573,011HO17721,AltaYOSHI,2.32,011HO17399,AltaINSPIRE 4,2.70,011HO17733,AltaFANZONE,3.27
23241,CN,342,029HO19389,011HO17733,AltaFANZONE,4.16,011HO17399,AltaINSPIRE 4,3.71,011HO17721,AltaYOSHI,2.46
23244,CN,-199,551HO03898,011HO17733,AltaFANZONE,0.10,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
23245,CN,223,029HO18545,011HO17721,AltaYOSHI,2.34,011HO17733,AltaFANZONE,4.12,,,
23246,CN,293,029HO19226,011HO17399,AltaINSPIRE 4,3.03,011HO17733,AltaFANZONE,3.42,011HO17721,AltaYOSHI,2.25
23247,CN,174,029HO19000,011HO17733,AltaFANZONE,3.22,011HO17399,AltaINSPIRE 4,1.76,011HO17721,AltaYOSHI,1.68
23248,CN,34,250HO12961,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.05,011HO17733,AltaFANZONE,0.00
23250,CN,-25,029HO18689,011HO17399,AltaINSPIRE 4,2.06,011HO17721,AltaYOSHI,1.14,011HO17733,AltaFANZONE,1.89
23259,CN,285,200HO11387,011HO17721,AltaYOSHI,1.36,011HO17733,AltaFANZONE,2.11,,,
23261,CN,225,029HO18225,011HO17733,AltaFANZONE,2.75,011HO17399,AltaINSPIRE 4,1.59,011HO17721,AltaYOSHI,1.69
23262,CN,251,200HO11387,011HO17721,AltaYOSHI,1.63,011HO17733,AltaFANZONE,2.72,,,
23263,CN,-132,029HO16955,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.31,011HO17399,AltaINSPIRE 4,0.00
23266,CN,-163,200HO11127,011HO17733,AltaFANZONE,0.96,011HO17721,AltaYOSHI,0.23,,,
23267,CN,277,551HO03800,011HO17721,AltaYOSHI,1.39,011HO17399,AltaINSPIRE 4,2.35,011HO17733,AltaFANZONE,2.23
23268,CN,74,029HO18296,011HO17733,AltaFANZONE,3.90,011HO17721,AltaYOSHI,1.85,,,
23274,CN,-210,029HO12209,011HO17733,AltaFANZONE,1.24,011HO17721,AltaYOSHI,0.38,,,
23275,CN,373,011HO15284,011HO17733,AltaFANZONE,1.94,011HO17721,AltaYOSHI,1.22,,,
23276,CN,320,029HO19389,011HO17733,AltaFANZONE,3.52,011HO17399,AltaINSPIRE 4,2.77,011HO17721,AltaYOSHI,2.14
23277,CN,177,007HO15430,011HO17721,AltaYOSHI,2.26,011HO17399,AltaINSPIRE 4,1.93,011HO17733,AltaFANZONE,4.19
23280,CN,101,029HO19286,011HO17399,AltaINSPIRE 4,2.09,011HO17721,AltaYOSHI,2.55,011HO17733,AltaFANZONE,3.04
23283,CN,-26,203HO01468,011HO17399,AltaINSPIRE 4,2.25,011HO17721,AltaYOSHI,1.90,011HO17733,AltaFANZONE,3.08
23285,CN,254,029HO19105,011HO17733,AltaFANZONE,2.62,011HO17721,AltaYOSHI,1.67,,,
23286,CN,169,551HO03749,011HO17721,AltaYOSHI,1.26,011HO17399,AltaINSPIRE 4,1.81,011HO17733,AltaFANZONE,1.84
23287,CN,191,029HO19010,011HO17733,AltaFANZONE,3.12,011HO17721,AltaYOSHI,1.71,,,
23292,CN,184,777HO11028,011HO17721,AltaYOSHI,1.45,011HO17399,AltaINSPIRE 4,2.15,011HO17733,AltaFANZONE,2.97
23294,CN,207,029HO18225,011HO17721,AltaYOSHI,1.87,011HO17399,AltaINSPIRE 4,2.61,011HO17733,AltaFANZONE,3.18
23296,CN,180,029HO18708,011HO17721,AltaYOSHI,2.74,011HO17399,AltaINSPIRE 4,3.88,011HO17733,AltaFANZONE,4.38
23298,CN,180,029HO18787,011HO17721,AltaYOSHI,4.31,011HO17399,AltaINSPIRE 4,2.95,011HO17733,AltaFANZONE,4.98
23299,CN,183,029HO19398,011HO17721,AltaYOSHI,2.37,011HO17399,AltaINSPIRE 4,3.55,011HO17733,AltaFANZONE,3.43
23301,CN,143,029HO18708,011HO17721,AltaYOSHI,2.46,011HO17733,AltaFANZONE,3.60,011HO17399,AltaINSPIRE 4,3.83
23304,CN,86,029HO18693,011HO17399,AltaINSPIRE 4,2.16,011HO17721,AltaYOSHI,2.27,011HO17733,AltaFANZONE,2.59
23307,CN,285,029HO19398,011HO17399,AltaINSPIRE 4,3.46,011HO17733,AltaFANZONE,4.01,011HO17721,AltaYOSHI,2.45
23308,CN,118,029HO18611,011HO17721,AltaYOSHI,2.69,011HO17733,AltaFANZONE,3.70,,,
23309,CN,148,029HO19217,011HO17721,AltaYOSHI,1.85,011HO17733,AltaFANZONE,3.05,011HO17399,AltaINSPIRE 4,2.99
23311,CN,-16,029HO18689,011HO17399,AltaINSPIRE 4,2.06,011HO17721,AltaYOSHI,1.29,011HO17733,AltaFANZONE,1.89
23312,CN,-199,029HO14615,011HO17733,AltaFANZONE,0.91,011HO17721,AltaYOSHI,0.23,011HO17399,AltaINSPIRE 4,0.81
23315,CN,-258,551HO03898,011HO17733,AltaFANZONE,0.05,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
23316,CN,182,200HO10912,011HO17721,AltaYOSHI,0.96,011HO17399,AltaINSPIRE 4,1.78,011HO17733,AltaFANZONE,1.35
23317,CN,222,029HO19809,011HO17721,AltaYOSHI,4.01,011HO17399,AltaINSPIRE 4,3.78,011HO17733,AltaFANZONE,4.33
23319,CN,214,029HO19531,011HO17399,AltaINSPIRE 4,3.48,011HO17733,AltaFANZONE,4.07,011HO17721,AltaYOSHI,2.76
23323,CN,310,029HO19629,011HO17733,AltaFANZONE,2.98,011HO17399,AltaINSPIRE 4,3.05,011HO17721,AltaYOSHI,2.39
23325,CN,286,009HO15039,011HO17721,AltaYOSHI,1.82,011HO17399,AltaINSPIRE 4,1.04,011HO17733,AltaFANZONE,1.69
23327,CN,321,029HO18858,011HO17733,AltaFANZONE,3.22,011HO17399,AltaINSPIRE 4,3.40,011HO17721,AltaYOSHI,2.11
23329,CN,321,029HO19465,011HO17721,AltaYOSHI,1.73,011HO17399,AltaINSPIRE 4,2.79,011HO17733,AltaFANZONE,2.59
23330,CN,215,029HO19531,011HO17399,AltaINSPIRE 4,2.76,011HO17733,AltaFANZONE,4.40,011HO17721,AltaYOSHI,3.46
23333,CN,-169,007HO12638,011HO17733,AltaFANZONE,1.90,011HO17721,AltaYOSHI,1.19,,,
23337,CN,172,029HO19217,011HO17721,AltaYOSHI,2.08,011HO17399,AltaINSPIRE 4,3.19,011HO17733,AltaFANZONE,3.41
23339,CN,221,014HO15182,011HO17721,AltaYOSHI,2.84,011HO17399,AltaINSPIRE 4,3.61,011HO17733,AltaFANZONE,4.70
23340,CN,29,200HO11330,011HO17399,AltaINSPIRE 4,6.67,011HO17721,AltaYOSHI,1.82,011HO17733,AltaFANZONE,1.50
23341,CN,287,029HO19226,011HO17399,AltaINSPIRE 4,3.07,011HO17733,AltaFANZONE,3.01,011HO17721,AltaYOSHI,2.14
23350,CN,325,029HO19448,011HO17733,AltaFANZONE,4.44,011HO17399,AltaINSPIRE 4,3.48,011HO17721,AltaYOSHI,3.52
23351,CN,96,029HO18611,011HO17733,AltaFANZONE,3.97,011HO17721,AltaYOSHI,2.70,,,
23356,CN,140,029HO18799,011HO17721,AltaYOSHI,3.04,011HO17733,AltaFANZONE,4.32,011HO17399,AltaINSPIRE 4,4.61
23357,CN,164,029HO19531,011HO17399,AltaINSPIRE 4,2.58,011HO17733,AltaFANZONE,4.47,011HO17721,AltaYOSHI,4.53
23363,CN,186,029HO18799,011HO17721,AltaYOSHI,3.19,011HO17399,AltaINSPIRE 4,4.36,011HO17733,AltaFANZONE,4.24
23365,CN,148,029HO19286,011HO17721,AltaYOSHI,2.11,011HO17733,AltaFANZONE,2.68,011HO17399,AltaINSPIRE 4,2.23
23369,CN,-15,551HO03412,011HO17399,AltaINSPIRE 4,2.35,011HO17721,AltaYOSHI,0.82,011HO17733,AltaFANZONE,2.13
23371,CN,-72,029HO17573,011HO17733,AltaFANZONE,2.47,011HO17721,AltaYOSHI,0.77,011HO17399,AltaINSPIRE 4,2.05
23372,CN,108,029HO19286,011HO17399,AltaINSPIRE 4,1.78,011HO17721,AltaYOSHI,1.59,011HO17733,AltaFANZONE,2.92
23373,CN,193,029HO18545,011HO17721,AltaYOSHI,2.41,011HO17733,AltaFANZONE,3.60,,,
23375,CN,-55,029HO18624,011HO17399,AltaINSPIRE 4,1.28,011HO17721,AltaYOSHI,1.23,011HO17733,AltaFANZONE,1.71
23382,CN,112,029HO18343,011HO17721,AltaYOSHI,0.97,011HO17733,AltaFANZONE,1.88,011HO17399,AltaINSPIRE 4,1.94
23383,CN,137,029HO18693,011HO17721,AltaYOSHI,2.40,011HO17733,AltaFANZONE,2.60,011HO17399,AltaINSPIRE 4,2.95
23384,CN,215,029HO19531,011HO17399,AltaINSPIRE 4,2.76,011HO17733,AltaFANZONE,4.40,011HO17721,AltaYOSHI,3.46
23387,CN,214,029HO19531,011HO17399,AltaINSPIRE 4,3.48,011HO17733,AltaFANZONE,4.07,011HO17721,AltaYOSHI,2.76
23388,CN,159,029HO18343,011HO17721,AltaYOSHI,1.59,011HO17733,AltaFANZONE,2.59,011HO17399,AltaINSPIRE 4,2.35
23390,CN,165,200HO10593,011HO17721,AltaYOSHI,0.05,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00
23392,CN,-132,029HO16955,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.31,011HO17399,AltaINSPIRE 4,0.00
23396,CN,275,001HO14018,011HO17733,AltaFANZONE,2.33,011HO17399,AltaINSPIRE 4,3.72,011HO17721,AltaYOSHI,2.09
23399,CN,18,029HO18167,011HO17399,AltaINSPIRE 4,1.75,011HO17721,AltaYOSHI,1.90,011HO17733,AltaFANZONE,2.91
23400,CN,310,001HO15463,011HO17721,AltaYOSHI,2.30,011HO17399,AltaINSPIRE 4,4.28,011HO17733,AltaFANZONE,2.66
23401,CN,-7,029HO18490,011HO17399,AltaINSPIRE 4,1.81,011HO17721,AltaYOSHI,1.15,011HO17733,AltaFANZONE,1.49
23403,CN,167,200HO11505,011HO17721,AltaYOSHI,4.03,011HO17733,AltaFANZONE,4.34,011HO17399,AltaINSPIRE 4,2.81
23413,CN,31,029HO18689,011HO17399,AltaINSPIRE 4,2.68,011HO17721,AltaYOSHI,1.07,011HO17733,AltaFANZONE,2.41
23420,CN,215,029HO19531,011HO17399,AltaINSPIRE 4,2.76,011HO17733,AltaFANZONE,4.40,011HO17721,AltaYOSHI,3.46
23421,CN,112,029HO18960,011HO17721,AltaYOSHI,1.53,011HO17733,AltaFANZONE,4.84,011HO17399,AltaINSPIRE 4,1.82
23422,CN,-260,799HO00004,011HO17733,AltaFANZONE,0.05,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.00
23424,CN,332,029HO19448,011HO17733,AltaFANZONE,4.47,011HO17399,AltaINSPIRE 4,3.33,011HO17721,AltaYOSHI,3.55
23425,CN,224,029HO18787,011HO17721,AltaYOSHI,3.93,011HO17399,AltaINSPIRE 4,2.80,011HO17733,AltaFANZONE,4.38
23426,CN,64,029HO17918,011HO17399,AltaINSPIRE 4,1.75,011HO17721,AltaYOSHI,1.90,011HO17733,AltaFANZONE,2.91
23428,CN,67,777HO10693,011HO17399,AltaINSPIRE 4,2.15,011HO17721,AltaYOSHI,1.18,011HO17733,AltaFANZONE,2.88
23432,CN,308,029HO19527,011HO17733,AltaFANZONE,5.62,011HO17721,AltaYOSHI,2.60,,,
23440,CN,-243,029HO14142,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.61
23442,CN,223,029HO18960,011HO17399,AltaINSPIRE 4,2.46,011HO17733,AltaFANZONE,5.70,011HO17721,AltaYOSHI,2.06
23444,CN,-22,011HO12124,011HO17399,AltaINSPIRE 4,2.02,011HO17721,AltaYOSHI,0.96,011HO17733,AltaFANZONE,1.70
23447,CN,247,029HO19527,011HO17721,AltaYOSHI,1.89,011HO17733,AltaFANZONE,4.46,,,
23452,CN,387,029HO19629,011HO17733,AltaFANZONE,3.97,011HO17399,AltaINSPIRE 4,2.17,011HO17721,AltaYOSHI,1.98
23453,CN,161,200HO10955,011HO17399,AltaINSPIRE 4,7.59,011HO17733,AltaFANZONE,2.85,011HO17721,AltaYOSHI,3.41
23456,CN,144,029HO19217,011HO17721,AltaYOSHI,2.30,011HO17733,AltaFANZONE,3.77,011HO17399,AltaINSPIRE 4,3.71
23457,CN,-154,094HO18518,011HO17733,AltaFANZONE,0.72,011HO17721,AltaYOSHI,0.46,,,
23468,CN,294,029HO19398,011HO17733,AltaFANZONE,3.95,011HO17399,AltaINSPIRE 4,3.35,011HO17721,AltaYOSHI,2.67
23469,CN,344,029HO19773,011HO17399,AltaINSPIRE 4,3.13,011HO17733,AltaFANZONE,4.57,011HO17721,AltaYOSHI,2.34
23474,CN,191,029HO19010,011HO17733,AltaFANZONE,3.12,011HO17721,AltaYOSHI,1.71,,,
23481,CN,215,029HO19531,011HO17399,AltaINSPIRE 4,2.76,011HO17733,AltaFANZONE,4.40,011HO17721,AltaYOSHI,3.46
23486,CN,209,029HO18225,011HO17399,AltaINSPIRE 4,2.23,011HO17733,AltaFANZONE,2.82,011HO17721,AltaYOSHI,1.85
23489,CN,202,029HO18545,011HO17721,AltaYOSHI,2.53,011HO17733,AltaFANZONE,4.05,,,
23494,CN,294,029HO18960,011HO17733,AltaFANZONE,6.28,011HO17399,AltaINSPIRE 4,2.89,011HO17721,AltaYOSHI,2.12
23498,CN,-62,029HO17573,011HO17399,AltaINSPIRE 4,2.05,011HO17721,AltaYOSHI,0.77,011HO17733,AltaFANZONE,2.47
23501,CN,287,029HO19226,011HO17399,AltaINSPIRE 4,3.07,011HO17733,AltaFANZONE,3.01,011HO17721,AltaYOSHI,2.14
23503,CN,142,029HO19000,011HO17721,AltaYOSHI,1.13,011HO17733,AltaFANZONE,2.50,011HO17399,AltaINSPIRE 4,1.19
23506,CN,166,029HO19286,011HO17721,AltaYOSHI,1.44,011HO17733,AltaFANZONE,2.41,011HO17399,AltaINSPIRE 4,2.12
23507,CN,39,029HO17918,011HO17399,AltaINSPIRE 4,1.14,011HO17721,AltaYOSHI,1.98,011HO17733,AltaFANZONE,2.38
23510,CN,274,011HO15036,011HO17399,AltaINSPIRE 4,5.43,011HO17733,AltaFANZONE,1.88,011HO17721,AltaYOSHI,3.43
23511,CN,16,203HO01468,011HO17399,AltaINSPIRE 4,3.06,011HO17721,AltaYOSHI,1.82,011HO17733,AltaFANZONE,3.99
23512,CN,-94,029HO18611,011HO17733,AltaFANZONE,2.43,011HO17721,AltaYOSHI,1.88,,,
23516,CN,202,029HO19465,011HO17721,AltaYOSHI,1.44,011HO17399,AltaINSPIRE 4,2.02,011HO17733,AltaFANZONE,1.98
23521,CN,267,029HO19809,011HO17733,AltaFANZONE,3.83,011HO17399,AltaINSPIRE 4,2.56,011HO17721,AltaYOSHI,3.30
23522,CN,177,029HO19010,011HO17721,AltaYOSHI,1.71,011HO17733,AltaFANZONE,3.03,,,
23523,CN,318,734HO00118,011HO17733,AltaFANZONE,2.62,011HO17399,AltaINSPIRE 4,4.73,011HO17721,AltaYOSHI,2.72
23524,CN,106,551HO03501,011HO17399,AltaINSPIRE 4,2.56,011HO17721,AltaYOSHI,1.79,011HO17733,AltaFANZONE,2.34
23525,CN,-247,200HO11127,011HO17733,AltaFANZONE,0.96,011HO17721,AltaYOSHI,0.23,,,
23527,CN,182,029HO19226,011HO17721,AltaYOSHI,1.26,011HO17399,AltaINSPIRE 4,1.59,011HO17733,AltaFANZONE,1.71
23530,CN,206,029HO18787,011HO17399,AltaINSPIRE 4,2.44,011HO17733,AltaFANZONE,5.03,011HO17721,AltaYOSHI,4.20
23531,CN,190,029HO18799,011HO17721,AltaYOSHI,3.16,011HO17399,AltaINSPIRE 4,4.30,011HO17733,AltaFANZONE,4.74
23537,CN,338,029HO19773,011HO17733,AltaFANZONE,3.96,011HO17399,AltaINSPIRE 4,1.80,011HO17721,AltaYOSHI,1.49
23540,CN,234,029HO19010,011HO17733,AltaFANZONE,4.02,011HO17721,AltaYOSHI,2.37,,,
23554,CN,30,029HO17442,011HO17399,AltaINSPIRE 4,1.25,011HO17721,AltaYOSHI,0.73,011HO17733,AltaFANZONE,0.81
23555,CN,212,029HO18225,011HO17399,AltaINSPIRE 4,1.85,011HO17733,AltaFANZONE,2.72,011HO17721,AltaYOSHI,1.75
23556,CN,-75,029HO16955,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.61,011HO17399,AltaINSPIRE 4,0.00
23558,CN,303,029HO19527,011HO17733,AltaFANZONE,5.26,011HO17721,AltaYOSHI,2.49,,,
23560,CN,365,029HO19629,011HO17733,AltaFANZONE,3.00,011HO17399,AltaINSPIRE 4,3.21,011HO17721,AltaYOSHI,2.41
23561,CN,159,029HO18343,011HO17721,AltaYOSHI,1.59,011HO17733,AltaFANZONE,2.59,011HO17399,AltaINSPIRE 4,2.35
23564,CN,268,029HO19285,011HO17721,AltaYOSHI,2.38,011HO17733,AltaFANZONE,3.54,,,
23566,CN,41,029HO19215,011HO17399,AltaINSPIRE 4,2.00,011HO17721,AltaYOSHI,1.07,011HO17733,AltaFANZONE,2.17
23567,CN,355,029HO19773,011HO17733,AltaFANZONE,4.95,011HO17399,AltaINSPIRE 4,3.25,011HO17721,AltaYOSHI,2.30
23568,CN,159,014HO15432,011HO17721,AltaYOSHI,2.21,011HO17733,AltaFANZONE,3.99,011HO17399,AltaINSPIRE 4,1.75
23572,CN,-36,094HO19320,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.03,,,
23574,CN,-1,029HO18689,011HO17399,AltaINSPIRE 4,2.78,011HO17721,AltaYOSHI,1.48,011HO17733,AltaFANZONE,2.71
